HESSI Flare List  (generated 24-Dec-2014 12:31)

Total # flares: 99980  Time range: 12-Feb-2002 21:29:56.000 - 17-Dec-2014 00:53:20.000
 
    Flare     Start time        Peak      End      Dur   Peak     Total      Energy X Pos Y Pos Radial   AR              Flags               
                                                     s    c/s    Counts         keV  asec  asec   asec                                       

 14100101  1-Oct-2014 00:15:04 00:16:46 00:18:28   204     32     13368        6-12  -551  -104    561    0  A0 DF P1 PE Q2                    
 14100144  1-Oct-2014 16:01:36 16:04:02 16:11:12   576    352    319164       12-25   892  -281    935    0  A0 P1 PE Q1                       
 14100145  1-Oct-2014 16:11:12 16:22:14 16:28:48  1056    232    540000        6-12   923  -289    967    0  A0 GE P1 PE Q2                    
 14100146  1-Oct-2014 16:51:40 16:56:22 16:57:00   320     52     34620        6-12   918  -263    955    0  A0 GS P1 PE Q2                    
 14100147  1-Oct-2014 16:57:00 17:01:10 17:02:40   340    168     70236        6-12   907  -254    942    0  A0 P1 PE Q1                       
 14100148  1-Oct-2014 17:36:48 17:39:02 17:41:48   300     46     29304        6-12   917  -253    951    0  A0 P1 PE Q1                       
 14100149  1-Oct-2014 17:41:48 17:43:34 17:47:24   336     46     28464        6-12   908  -264    946    0  A0 P1 PE Q1                       
 14100150  1-Oct-2014 17:51:24 17:52:30 17:57:24   360     88     40320        6-12   892  -277    934    0  A0 P1 PE Q1                       
 14100151  1-Oct-2014 18:01:04 18:08:38 18:08:48   464    288    144408        6-12   907  -280    949    0  A0 GE P1 PE Q2                    
 14100152  1-Oct-2014 18:30:52 18:31:46 18:37:48   416   2032    934332       12-25   897  -276    938    0  A0 GS P1 PE Q2                    
 14100153  1-Oct-2014 19:11:16 19:14:14 19:33:40  1344    912   1232172       12-25   929  -250    962    0  A0 DR ES P1 PE Q3                 
 14100154  1-Oct-2014 19:33:40 19:35:46 19:42:04   504    144    109416       12-25   894  -295    941    0  A0 DR P1 PE Q2                    
 14100155  1-Oct-2014 19:46:04 19:48:10 19:49:04   180     40     17640        6-12   918  -273    958    0  A0 GE P1 PE Q2                    
 14100156  1-Oct-2014 20:09:08 20:09:18 20:12:44   216    288     88716         3-6     0     0      0    0  A0 GS PE PS Q2                    
 14100157  1-Oct-2014 20:46:16 20:56:14 21:05:52  1176   2544   6625788       12-25   919  -296    965    0  A0 DR ES P1 PE Q3                 
 14100161  1-Oct-2014 21:05:52 21:05:58 21:25:48  1196   2032   4321728       12-25   910  -300    959    0  A0 DR P1 PE Q2                    
 14100158  1-Oct-2014 21:25:48 21:29:38 21:30:40   292   1099    798119         3-6     0     0      0    0  A0 DF PE PS Q3 SE                 
 14100160  1-Oct-2014 21:42:12 21:42:54 21:45:04   172    848    341508         3-6     0     0      0    0  A0 DF GS PE PS Q3                 
 14100162  1-Oct-2014 21:45:04 21:46:30 21:47:52   168    817    267780         3-6     0     0      0    0  A0 DF PE PS Q2                    
 14100163  1-Oct-2014 22:21:32 22:22:02 22:26:56   324     84     58956        6-12   979  -297   1023    0  A0 DF P1 PE Q2                    
 14100164  1-Oct-2014 22:26:56 22:28:26 22:29:20   144     72     23616        6-12   984  -297   1028    0  A0 DF P1 PE Q2                    
 14100165  1-Oct-2014 22:29:20 22:35:06 22:42:20   780     88    130200         3-6     0     0      0    0  A0 DF DR PE PS Q3                 
 14100166  1-Oct-2014 22:42:20 22:51:18 23:02:48  1228    100    179232        6-12   922  -258    958    0  A0 DF DR P1 PE Q3                 
 14100167  1-Oct-2014 23:17:28 23:18:34 23:22:04   276     68     37848        6-12   920  -252    954    0  A0 DF P1 PE Q2                    
 14100168  1-Oct-2014 23:56:36 00:10:18 00:17:48  1272    100    172284        6-12   934  -270    973    0  A0 DF DR P1 PE Q3                 
 14100201  2-Oct-2014 00:17:48 00:20:14 00:25:48   480    112     71400        6-12   919  -262    956    0  A0 DF DR P1 PE Q3                 
 14100202  2-Oct-2014 00:25:48 00:29:14 00:42:16   988     88     91632        6-12   918  -247    951    0  A0 DF DR P1 PE Q3                 
 14100203  2-Oct-2014 01:32:04 01:33:10 01:35:44   220     22     10236        6-12   954  -164    968    0  A0 DF P1 PE Q2                    
 14100204  2-Oct-2014 01:36:24 01:41:06 01:49:28   784    208    171492        6-12   928  -232    957    0  A0 DF P1 PE Q2                    
 14100205  2-Oct-2014 01:54:00 01:54:02 01:55:16    76     18      3516        6-12   913  -279    954    0  A0 DF DR P1 PE Q3                 
 14100206  2-Oct-2014 02:09:12 02:11:22 02:15:00   348    168     49824       12-25   909  -247    942    0  A0 DF DR P1 PE Q3                 
 14100207  2-Oct-2014 02:16:36 02:17:22 02:20:16   220     32     11604        6-12   913  -274    954    0  A0 DF P1 PE Q2                    
 14100208  2-Oct-2014 02:22:48 02:27:38 02:32:24   576    592    188028       12-25   907  -275    948    0  A0 DF P1 PE Q2                    
 14100209  2-Oct-2014 03:06:44 03:12:42 03:17:32   648    493    378034       12-25   921  -254    955    0  A0 DF P1 PE Q2                    
 14100210  2-Oct-2014 03:17:32 03:21:18 03:28:24   652    168    145018        6-12   915  -256    950    0  A0 DF DR P1 PE Q3                 
 14100211  2-Oct-2014 03:30:24 03:34:06 03:42:32   728    560    416523       12-25   928  -243    959    0  A0 DF DR P1 PE Q3                 
 14100212  2-Oct-2014 03:45:28 03:48:54 03:59:48   860    448    358210       12-25   929  -272    968    0  A0 DF DR P1 PE Q3                 
 14100213  2-Oct-2014 03:59:48 04:03:02 04:05:04   316     64     43982        6-12   925  -231    953    0  A0 DF P1 PE Q2                    
 14100214  2-Oct-2014 04:05:04 04:07:14 04:07:32   148     84     24578        6-12   920  -228    948    0  A0 DF P1 PE Q2                    
 14100215  2-Oct-2014 04:41:36 04:42:22 04:44:24   168     41     12077        6-12   947  -233    975    0  A0 DF P1 PE Q2                    
 14100216  2-Oct-2014 04:48:08 04:51:02 04:53:00   292     29     17570        6-12   927  -193    947    0  A0 DF P1 PE Q2                    
 14100218  2-Oct-2014 04:53:00 04:54:02 04:57:56   296     32     14409        6-12   924  -231    953    0  A0 DF P1 PE Q2                    
 14100219  2-Oct-2014 05:23:12 05:26:06 05:35:56   764    573    449754       12-25   932  -237    961    0  A0 DF DR P1 PE Q3                 
 14100220  2-Oct-2014 05:35:56 05:41:58 05:42:44   408    113     76395        6-12   928  -245    960    0  A0 DF P1 PE Q2                    
 14100221  2-Oct-2014 06:16:16 06:17:34 06:31:20   904   1136   1111956       12-25   939  -236    969    0  A0 ES GE P1 PE Q3                 
 14100222  2-Oct-2014 06:38:52 06:39:10 06:43:44   292     30     19404        6-12   936  -243    967    0  A0 DR GS P1 PE Q3                 
 14100223  2-Oct-2014 06:49:04 06:49:34 06:51:24   140     34     10896        6-12   934  -241    965    0  A0 DR P1 PE Q2                    
 14100224  2-Oct-2014 07:00:00 07:05:26 07:09:12   552     72     73464        6-12   944   240    974    0  A0 P1 PE Q1                       
 14100225  2-Oct-2014 07:09:12 07:16:26 07:17:48   516    528    297612       12-25   929  -245    961    0  A0 P1 PE Q1                       
 14100226  2-Oct-2014 07:52:44 07:54:34 07:56:20   216     38     16020        6-12   906  -253    941    0  A0 P1 PE Q1                       
 14100227  2-Oct-2014 08:21:24 08:26:46 08:52:16  1852    656   1114536       12-25   925  -259    961    0  A0 DR GS P1 PE Q3                 
 14100228  2-Oct-2014 09:26:56 09:28:14 09:31:20   264     34     16356        6-12   933  -233    962    0  A0 P1 PE Q1                       
 14100229  2-Oct-2014 09:31:20 09:32:50 09:32:56    96     24      5484        6-12   951  -223    977    0  A0 P1 PE Q2 SE                    
 14100230  2-Oct-2014 10:08:52 10:09:54 10:12:52   240     22     12000        6-12   945  -237    974    0  A0 P1 PE Q1                       
 14100231  2-Oct-2014 10:25:52 10:26:42 10:27:08    76     38      6360        6-12   918  -231    946    0  A0 P1 PE Q1                       
 14100232  2-Oct-2014 11:01:48 11:07:38 11:08:56   428    144     85656        6-12   662    20    662    0  A0 GE P1 PE Q2                    
 14100233  2-Oct-2014 11:40:12 11:40:50 11:44:04   232    176     64884        6-12   669    15    670    0  A0 DR GS P1 PE Q3                 
 14100234  2-Oct-2014 11:44:04 11:48:26 11:49:44   340    160     89760        6-12   920  -283    962    0  A0 P1 PE Q1                       
 14100235  2-Oct-2014 11:49:44 11:53:46 12:02:20   756    880    553560       12-25   917  -276    958    0  A0 P1 PE Q1                       
 14100236  2-Oct-2014 12:36:28 12:47:26 12:47:28   660   1840   1464528       12-25  -414  -346    540    0  A0 GE P1 PE Q2                    
 14100237  2-Oct-2014 13:18:52 13:19:02 13:37:36  1124    560    718272       12-25  -413  -354    544    0  A0 GS P1 PE Q2                    
 14100238  2-Oct-2014 14:15:16 14:15:38 14:16:52    96     32      7176        6-12   942  -189    960    0  A0 P1 PE Q1                       
 14100239  2-Oct-2014 14:17:36 14:19:18 14:22:36   300     56     32136        6-12   921  -237    952    0  A0 P1 PE Q1                       
 14100240  2-Oct-2014 14:27:20 14:28:06 14:29:28   128     56     13680        6-12   931  -216    956    0  A0 P1 PE Q1                       
 14100241  2-Oct-2014 14:58:48 15:00:26 15:01:20   152     30     10272        6-12   944  -225    971    0  A0 P1 PE Q1                       
 14100242  2-Oct-2014 15:02:08 15:03:06 15:04:44   156     68     18672        6-12   939  -217    964    0  A0 P1 PE Q1                       
 14100243  2-Oct-2014 15:05:32 15:08:02 15:12:08   396    128     78816        6-12   938  -222    964    0  A0 P1 PE Q1                       
 14100244  2-Oct-2014 15:47:16 15:48:10 15:57:20   604     68     59088        6-12   941  -261    977    0  A0 P1 PE Q1                       
 14100245  2-Oct-2014 15:57:20 15:59:18 16:01:52   272     34     16332        6-12   935  -224    962    0  A0 P1 PE Q1                       
 14100246  2-Oct-2014 16:34:44 16:36:58 16:43:00   496     72     63708        6-12   947  -232    975    0  A0 GS P1 PE Q2                    
 14100247  2-Oct-2014 16:43:00 16:46:46 16:47:56   296    656    205596       12-25   908  -250    942    0  A0 P1 PE Q1                       
 14100248  2-Oct-2014 17:21:36 17:39:46 17:52:24  1848    624   1561602       12-25   962  -252    995    0  a0 A1 GE P1 PE Q2                 
 14100249  2-Oct-2014 18:14:12 18:14:42 18:22:12   480     40     42596        6-12   975  -258   1009    0  a0 A1 GS P1 PE Q2                 
 14100250  2-Oct-2014 18:56:20 18:56:50 19:25:40  1760   5962   6458966       25-50   923  -229    951    0  A0 a1 DR ES P1 PE Q3              
 14100251  2-Oct-2014 20:31:24 20:32:42 20:54:20  1376    464   1138428        6-12   985  -281   1025    0  A0 DF DR P1 PE Q3                 
 14100252  2-Oct-2014 20:54:20 21:01:50 21:14:08  1188   1200   1155504       12-25   935  -285    977    0  A0 DF DR P1 PE Q4 SE              
 14100253  2-Oct-2014 21:24:20 21:24:42 21:30:12   352    128    102444         3-6     0     0      0    0  A0 DF GS PE PS Q3                 
 14100254  2-Oct-2014 21:30:12 21:31:10 21:32:36   144    112     34920         3-6     0     0      0    0  A0 DF PE PS Q2                    
 14100255  2-Oct-2014 22:06:52 22:07:30 22:11:48   296      3      2154         3-6     0     0      0    0  A0 DF PE PS Q2                    
 14100257  2-Oct-2014 22:11:48 22:14:02 22:23:08   680      3      3649         3-6     0     0      0    0  A0 DF DR PE PS Q3                 
 14100258  2-Oct-2014 22:42:24 22:43:58 22:48:28   364      3      2353        6-12   948  -241    979    0  A0 DF P1 PE Q2                    
 14100259  2-Oct-2014 22:51:12 22:53:10 23:07:32   980     80     40753       25-50   921  -280    963    0  a0 A1 DF DR P1 PE Q3              
 14100260  2-Oct-2014 23:41:44 23:42:02 23:44:36   172      1       286        6-12   938  -207    960    0  A0 DF P1 PE Q2                    
 14100261  2-Oct-2014 23:53:04 00:19:46 00:28:56  2152     85     90371       12-25   947  -173    963    0  A0 a1 DF DR P1 PE Q3              
 14100303  3-Oct-2014 00:28:56 00:32:02 00:37:16   500     34     19086       12-25   936  -232    965    0  a0 A1 DF P1 PE Q2                 
 14100301  3-Oct-2014 00:37:16 00:39:38 00:42:48   332     63     18835       12-25   937  -232    966    0  A0 DF DR P1 PE Q3                 
 14100304  3-Oct-2014 01:32:08 01:32:46 01:33:40    92     22      4812        6-12   940  -224    967    0  A0 DF DR P1 PE Q3                 
 14100305  3-Oct-2014 01:46:40 01:49:14 01:52:32   352     26     15252        6-12   945  -222    971    0  A0 DF DR P1 PE Q3                 
 14100306  3-Oct-2014 01:58:36 02:03:54 02:12:12   816    416    284796       12-25   937  -241    967    0  A0 DF P1 PE Q2                    
 14100307  3-Oct-2014 02:12:12 02:15:50 02:17:08   296     26     11472        6-12   929  -262    965    0  A0 DF P1 PE Q2                    
 14100308  3-Oct-2014 02:52:12 03:00:42 03:02:20   608   1456    305846       25-50   944  -189    963    0  A0 a1 DF P1 PE Q2                 
 14100309  3-Oct-2014 03:02:20 03:02:30 03:13:28   668    224    155096       12-25   956  -198    976    0  a0 A1 DF DR P1 PE Q3              
 14100310  3-Oct-2014 03:27:48 03:36:58 03:39:08   680     18     27581        6-12  -912  -460   1022    0  A0 DF DR P1 PE Q3                 
 14100311  3-Oct-2014 03:39:08 03:42:30 03:46:28   440     25     22916        6-12  -912  -462   1022    0  A0 DF P1 PE Q2                    
 14100312  3-Oct-2014 03:46:28 03:47:18 03:52:08   340     20     15869        6-12  -914  -466   1026    0  A0 DF DR P1 PE Q3                 
 14100313  3-Oct-2014 04:26:20 04:28:46 05:11:48  2728     26     46879       12-25   972  -228    998    0  a0 A1 DF DR ES P1 PE Q4           
 14100314  3-Oct-2014 05:11:48 05:15:30 05:24:48   780     19     10020       25-50   917  -211    941    0  A0 DF P1 PE Q2                    
 14100315  3-Oct-2014 05:24:48 05:27:02 05:27:24   156      1       162        6-12   964  -220    989    0  A0 DF DR P1 PE Q3                 
 14100316  3-Oct-2014 06:01:36 06:02:02 06:05:28   232      1       336        6-12   953  -160    966    0  A0 DF P1 PE Q2                    
 14100317  3-Oct-2014 06:34:32 06:46:54 07:03:00  1708    384    866069       25-50   967  -209    989    0  a0 A1 DF DR EE P1 PE Q4           
 14100318  3-Oct-2014 07:36:20 07:37:10 07:39:12   172    416    132463        6-12   -80  -172    190    0  A0 a1 DF ES GE P1 PE Q4           
 14100319  3-Oct-2014 08:08:08 08:13:26 08:19:56   708     38     45876        6-12   793    30    793    0  A0 DF DR P1 PE Q3                 
 14100320  3-Oct-2014 08:25:04 08:26:02 08:27:08   124     30      7236        6-12   942  -225    968    0  A0 DF P1 PE Q2                    
 14100321  3-Oct-2014 08:33:20 08:34:14 08:36:20   180     30     11088        6-12   940  -223    966    0  A0 DF P1 PE Q2                    
 14100322  3-Oct-2014 09:11:48 09:12:54 09:16:00   252     64     24372        6-12   938  -195    958    0  A0 DF P1 PE Q3 SE                 
 14100323  3-Oct-2014 09:47:12 09:52:06 09:54:16   424    120     63528        6-12   941  -222    967    0  A0 DF DR P1 PE Q3                 
 14100324  3-Oct-2014 09:54:16 09:55:02 09:59:24   308    120     49608        6-12   948  -209    971    0  A0 DF P1 PE Q2                    
 14100325  3-Oct-2014 09:59:24 10:00:54 10:05:52   388     68     29712        6-12   945  -213    968    0  A0 DF P1 PE Q2                    
 14100326  3-Oct-2014 10:46:20 10:46:58 10:53:08   408     59     24706       12-25   939  -221    965    0  A0 ES P1 PE Q3 SE                 
 14100327  3-Oct-2014 11:23:08 11:23:34 11:27:20   252      2       971        6-12   942  -218    967    0  A0 DR GS P1 PE Q3                 
 14100328  3-Oct-2014 11:27:20 11:28:38 11:32:16   296      2       999        6-12   944  -221    969    0  A0 DF P1 PE Q2                    
 14100329  3-Oct-2014 11:40:16 11:44:02 11:47:56   460     64     41031       12-25   946  -218    971    0  a0 A1 DF EE P1 PE Q3              
 14100330  3-Oct-2014 12:22:04 12:24:26 12:32:28   624     84     74880        6-12   956  -197    976    0  A0 DF P1 PE Q3 SE                 
 14100331  3-Oct-2014 13:02:28 13:05:10 13:13:52   684    272    158412       12-25   949  -186    967    0  A0 DF GS P1 PE Q3                 
 14100332  3-Oct-2014 13:16:40 13:20:22 13:22:28   348    112     52992        6-12   948  -190    967    0  A0 DF P1 PE Q2                    
 14100333  3-Oct-2014 13:56:52 13:59:30 14:07:48   656     72     83868        6-12  -886  -395    970    0  A0 DF P1 PE Q2                    
 14100334  3-Oct-2014 14:07:48 14:09:54 14:14:48   420     68     54240        6-12   950  -216    975    0  A0 DF GE P1 PE Q3                 
 14100335  3-Oct-2014 14:40:16 14:40:18 14:42:36   140     30      7908        6-12   952  -200    973    0  A0 DF P1 PE Q2                    
 14100336  3-Oct-2014 15:32:08 15:33:50 15:39:32   444     72     45456        6-12   955  -190    974    0  A0 DF P1 PE Q2                    
 14100337  3-Oct-2014 15:43:36 15:46:34 15:54:20   644     80     72216        6-12   948  -199    969    0  A0 DF P1 PE Q2                    
 14100338  3-Oct-2014 16:17:56 16:18:18 16:21:28   212     88     30660        6-12   954  -221    980    0  A0 DF GS P1 PE Q3                 
 14100339  3-Oct-2014 16:26:52 16:29:22 16:31:56   304     64     39816        6-12   955  -217    979    0  A0 DF P1 PE Q2                    
 14100340  3-Oct-2014 17:06:44 17:07:30 17:13:20   396     36     21792        6-12   959  -193    978    0  A0 DF P1 PE Q2                    
 14100341  3-Oct-2014 17:30:28 17:31:42 17:33:04   156     26      8940        6-12   955  -219    980    0  A0 DF P1 PE Q2                    
 14100342  3-Oct-2014 17:57:32 17:58:54 18:02:20   288     48     28380        6-12  -491  -314    583    0  A0 DF GS P1 PE Q3                 
 14100343  3-Oct-2014 18:02:20 18:05:22 18:07:24   304     44     29700        6-12   954  -221    979    0  A0 DF P1 PE Q2                    
 14100344  3-Oct-2014 19:04:44 19:07:14 19:12:52   488     71     67477        6-12   963  -128    972    0  A0 DF P1 PE Q2                    
 14100345  3-Oct-2014 20:16:32 20:18:18 20:34:28  1076     64    106080        6-12   971  -223    997    0  A0 DF DR P1 PE Q3                 
 14100346  3-Oct-2014 20:34:28 20:36:42 20:41:04   396     34     28056        6-12   967  -228    994    0  A0 DF DR P1 PE Q3                 
 14100347  3-Oct-2014 20:41:04 20:41:18 20:49:56   532     26     31728        6-12   963  -224    989    0  A0 DF DR P1 PE Q3                 
 14100348  3-Oct-2014 21:51:40 21:52:18 21:55:08   208     22      7882        6-12   952  -194    972    0  A0 DF P1 PE Q2                    
 14100350  3-Oct-2014 21:55:08 22:03:30 22:06:24   676     64     50736        6-12  -951   197    971    0  A0 DF DR P1 PE Q3                 
 14100351  3-Oct-2014 22:06:24 22:14:42 22:27:24  1260    491    487360        6-12   953  -218    978    0  A0 DF DR P1 PE Q3                 
 14100352  3-Oct-2014 23:27:00 23:30:42 23:32:36   336     10      5820        6-12  -850  -403    941    0  A0 DF P1 PE Q2                    
 14100353  3-Oct-2014 23:32:36 23:34:50 23:39:52   436     20     12480        6-12   945  -211    969    0  A0 DF P1 PE Q2                    
 14100354  3-Oct-2014 23:39:52 23:42:02 23:51:04   672     13     12324        6-12   949  -215    974    0  A0 DF DR P1 PE Q3                 
 14100401  4-Oct-2014 00:13:08 00:15:34 00:18:48   340    108     49860        6-12   944  -215    968    0  A0 DF P1 PE Q2                    
 14100402  4-Oct-2014 00:18:48 00:20:18 00:25:08   380     44     20760        6-12   943  -214    967    0  A0 DF P1 PE Q2                    
 14100403  4-Oct-2014 01:01:24 01:02:06 01:26:48  1524    184    169764        6-12    70  -167    181    0  A0 DF DR ES P1 PE Q4              
 14100404  4-Oct-2014 02:36:24 02:37:14 03:04:12  1668     72    124767        6-12   970  -217    994    0  A0 DF DR ES P1 PE Q4              
 14100405  4-Oct-2014 03:04:12 03:14:54 03:21:52  1060     36     51281        6-12   946  -216    970    0  A0 DF DR P1 PE Q3                 
 14100406  4-Oct-2014 04:28:40 04:31:06 04:40:08   688     80     67668        6-12   297  -363    469    0  A0 DF DR P1 PE Q3                 
 14100407  4-Oct-2014 04:40:08 04:41:10 04:50:28   620     20     24168        6-12   955  -202    977    0  A0 DF DR P1 PE Q3                 
 14100408  4-Oct-2014 08:08:16 08:12:42 08:15:28   432     42     35232        6-12   930  -250    963    0  A0 P1 PE Q1                       
 14100409  4-Oct-2014 08:15:28 08:21:50 08:22:28   420    240     65244        6-12   933  -254    967    0  A0 P1 PE Q1                       
 14100410  4-Oct-2014 08:56:24 08:58:26 08:59:04   160    816    247944       12-25   932  -252    966    0  A0 ES P1 PE Q3 SE                 
 14100411  4-Oct-2014 09:28:04 09:28:22 09:57:04  1740    224    595260        6-12   948  -263    984    0  A0 DR GS P1 PE Q3                 
 14100412  4-Oct-2014 16:59:24 17:00:18 17:01:52   148    176     18528        6-12   464  -301    553    0  A0 P1 PE Q1                       
 14100413  4-Oct-2014 17:01:52 17:03:30 17:05:12   200    688     50028        6-12   460  -308    554    0  A0 DR P1 PE Q2                    
 14100414  4-Oct-2014 17:40:48 17:43:18 17:52:08   680     36     48060        6-12   588    83    594    0  A0 P1 PE Q1                       
 14100415  4-Oct-2014 18:33:04 18:33:34 18:34:08    64     16      2496        6-12   450  -284    532    0  A0 P1 PE Q1                       
 14100416  4-Oct-2014 20:25:36 20:27:58 20:30:20   284    224     65124        6-12   500  -284    575    0  A0 DF DR P1 PE Q3                 
 14100417  4-Oct-2014 21:45:40 21:47:30 21:53:44   484     20     20256        6-12   949  -199    970    0  A0 DF DR P1 PE Q3                 
 14100418  4-Oct-2014 21:53:44 21:55:02 22:03:04   560     16     21108        6-12   952  -207    975    0  A0 DF DR P1 PE Q3                 
 14100419  4-Oct-2014 23:11:28 23:18:26 23:34:44  1396    136    170880         3-6     0     0      0    0  A0 DF DR PE PS Q3                 
 14100501  5-Oct-2014 00:05:56 00:09:22 00:11:24   328     36     16068        6-12   566    95    574    0  A0 DF DR P1 PE Q3                 
 14100502  5-Oct-2014 01:14:44 01:15:18 01:16:48   124     15      4224        6-12  -900   159    914    0  A0 DF DR P1 PE Q3                 
 14100503  5-Oct-2014 02:35:56 02:37:10 02:41:12   316     56     24288       12-25  -885   160    899    0  A0 DF DR P1 PE Q3                 
